gender,age,race_ethnicity,employment,state_name,vote_trump,vote_biden
Male,21,Other,Employed,New York,1,0
Female,65,White,Employed,Connecticut,0,1
Male,20,Black or African American,Employed,Tennessee,0,0
Male,40,White,Not in labor force,Alabama,1,0
Female,32,Other,Unemployed,Arizona,1,0
Male,18,White,Unemployed,California,0,0
Female,18,Black or African American,Student,Ohio,0,1
Female,29,Other,Unemployed,Louisiana,0,1
Female,19,Other,Employed,Kansas,0,0
Male,41,White,Employed,Arkansas,0,0
Female,61,White,Not in labor force,Utah,0,1
Female,21,Other,Employed,Arizona,0,1
Male,69,White,Not in labor force,California,0,1
Male,43,White,Employed,Ohio,0,0
Female,19,Other,Employed,Massachusetts,0,1
Female,22,White,Student,Texas,0,1
Male,28,White,Student,California,0,1
Male,29,Other,Not in labor force,California,0,0
Male,19,Other Asian or Pacific Islander,Unemployed,North Carolina,0,0
Male,39,White,Employed,Texas,0,0
Male,39,White,Employed,Virginia,0,1
Female,41,Other Asian or Pacific Islander,Not in labor force,Oklahoma,1,0
Male,43,Other,Employed,Idaho,0,0
Female,69,White,Unemployed,California,1,0
Male,39,Other,Employed,Texas,1,0
Female,46,American Indian or Alaska Native,Not in labor force,North Carolina,1,0
Female,47,East Asian,Employed,California,1,0
Male,39,White,Student,California,0,0
Female,58,White,Not in labor force,New York,0,0
Female,45,Black or African American,Employed,New Jersey,0,1
Male,30,White,Employed,California,0,1
Male,48,East Asian,Employed,California,0,0
Male,65,White,Employed,Illinois,0,1
Male,36,Other Asian or Pacific Islander,Not in labor force,California,1,0
Female,35,White,Employed,California,0,0
Male,48,White,Employed,Alabama,1,0
Male,50,White,Employed,Florida,0,1
Male,77,White,Not in labor force,California,0,1
Male,55,Other,Not in labor force,California,0,0
Male,28,White,Employed,South Carolina,1,0
Male,53,White,Employed,Virginia,1,0
Male,34,American Indian or Alaska Native,Unemployed,Arizona,0,0
Female,61,Other Asian or Pacific Islander,Not in labor force,Washington,1,0
Male,51,White,Employed,Pennsylvania,0,0
Male,33,White,Employed,Colorado,0,1
Male,40,White,Employed,New York,1,0
Male,65,White,Not in labor force,Pennsylvania,0,0
Male,30,White,Unemployed,Missouri,0,1
Male,42,Other,Employed,Florida,1,0
Female,52,American Indian or Alaska Native,Unemployed,Oklahoma,1,0
Male,39,White,Employed,Pennsylvania,1,0
Male,45,White,Employed,New York,1,0
Male,36,White,Not in labor force,Texas,1,0
Female,19,Other,Student,California,0,1
Female,45,White,Employed,New Mexico,0,0
Female,49,White,Employed,Louisiana,1,0
Male,35,White,Not in labor force,Oregon,0,1
Male,32,White,Employed,Connecticut,0,1
Female,67,East Asian,Not in labor force,Hawaii,0,1
Male,65,White,Employed,New Jersey,0,1
Male,20,Black or African American,Employed,Illinois,0,1
Male,73,White,Not in labor force,California,1,0
Male,38,White,Employed,Alabama,1,0
Male,51,Black or African American,Employed,Florida,1,0
Female,65,American Indian or Alaska Native,Not in labor force,Tennessee,1,0
Male,39,White,Employed,Michigan,1,0
Male,58,White,Not in labor force,West Virginia,0,0
Male,63,White,Not in labor force,Ohio,1,0
Male,68,White,Not in labor force,Florida,0,1
Male,69,White,Not in labor force,Nevada,0,1
Male,39,White,Unemployed,Connecticut,0,1
Female,39,Black or African American,Employed,California,0,1
Male,68,White,Employed,Virginia,0,1
Male,24,Black or African American,Employed,Texas,0,1
Female,50,Other,Employed,Florida,0,1
Female,57,White,Employed,Florida,0,0
Male,35,White,Not in labor force,Indiana,0,0
Male,51,White,Employed,Michigan,1,0
Female,72,White,Employed,Louisiana,0,0
Male,29,Other Asian or Pacific Islander,Employed,Hawaii,1,0
Male,78,White,Not in labor force,Indiana,1,0
Male,60,White,Unemployed,Georgia,1,0
Female,48,White,Employed,Georgia,0,1
Male,65,White,Not in labor force,Connecticut,1,0
Female,63,White,Employed,Pennsylvania,1,0
Female,45,White,Employed,California,0,1
Male,70,White,Not in labor force,North Carolina,1,0
Male,39,White,Employed,New York,1,0
Male,73,White,Not in labor force,Massachusetts,0,1
Female,66,White,Not in labor force,Kansas,0,0
Female,45,White,Employed,Maryland,1,0
Female,40,Black or African American,Employed,Ohio,0,1
Female,69,White,Not in labor force,New York,1,0
Male,31,White,Employed,Tennessee,0,1
Female,36,White,Employed,Georgia,0,1
Male,39,White,Employed,Washington,1,0
Female,41,Black or African American,Other,Florida,0,1
Male,37,Other,Employed,North Carolina,0,1
Female,59,White,Employed,West Virginia,1,0
Female,71,White,Employed,Florida,1,0
Female,58,White,Not in labor force,Minnesota,0,1
Female,65,White,Employed,Indiana,1,0
Female,45,White,Employed,Ohio,0,1
Female,46,White,Unemployed,Florida,0,1
Female,41,White,Employed,New York,0,1
Female,31,White,Employed,Florida,0,1
Female,67,White,Not in labor force,Maine,1,0
Female,66,White,Not in labor force,Florida,0,1
Female,63,White,Not in labor force,Rhode Island,1,0
Female,61,White,Employed,Virginia,1,0
Female,75,White,Employed,Pennsylvania,1,0
Female,46,White,Not in labor force,Ohio,1,0
Female,79,White,Employed,Pennsylvania,1,0
Female,67,White,Unemployed,Virginia,1,0
Female,31,White,Employed,Illinois,1,0
Female,41,White,Employed,Kentucky,0,1
Male,24,Black or African American,Employed,South Carolina,0,1
Male,44,White,Employed,Colorado,1,0
Male,81,White,Not in labor force,Colorado,1,0
Female,57,White,Employed,Georgia,0,0
Male,44,White,Employed,New York,0,1
Female,60,White,Not in labor force,New York,1,0
Female,68,White,Not in labor force,Kansas,0,1
Male,20,White,Unemployed,Arizona,0,1
Male,28,East Asian,Employed,Pennsylvania,1,0
Male,56,White,Not in labor force,Delaware,0,1
Male,75,White,Not in labor force,Texas,0,0
Female,57,White,Other,Pennsylvania,0,1
Female,29,White,Employed,California,1,0
Male,40,White,Employed,Texas,0,1
Male,56,White,Employed,North Carolina,1,0
Male,40,White,Employed,New York,1,0
Male,19,White,Unemployed,West Virginia,1,0
Female,38,East Asian,Employed,Maryland,1,0
Female,71,East Asian,Not in labor force,Maryland,0,1
Male,57,East Asian,Employed,Vermont,0,1
Male,25,White,Student,Maryland,1,0
Male,31,White,Employed,North Carolina,0,1
Male,61,White,Employed,Wisconsin,1,0
Female,37,White,Not in labor force,Illinois,0,1
Male,52,White,Employed,Pennsylvania,1,0
Male,46,White,Employed,South Carolina,1,0
Female,30,White,Unemployed,Illinois,0,1
Male,71,White,Not in labor force,Pennsylvania,1,0
Male,61,White,Unemployed,Louisiana,1,0
Male,62,White,Employed,Minnesota,0,1
Female,66,White,Employed,Texas,1,0
Male,60,White,Employed,Illinois,0,1
Male,77,White,Employed,Missouri,1,0
Male,61,White,Not in labor force,North Carolina,0,1
Male,30,White,Employed,West Virginia,0,1
Male,60,White,Unemployed,Ohio,0,1
Male,37,Other,Employed,Virginia,0,0
Female,62,White,Employed,Texas,0,0
Male,19,American Indian or Alaska Native,Employed,Oklahoma,0,0
Male,31,White,Employed,New Jersey,0,1
Male,43,White,Employed,New York,1,0
Male,71,White,Not in labor force,New York,1,0
Male,63,White,Not in labor force,Illinois,1,0
Male,58,White,Employed,California,0,1
Male,58,White,Employed,New Jersey,0,0
Male,37,White,Employed,New York,1,0
Male,70,White,Not in labor force,Ohio,0,1
Female,62,White,Employed,Kentucky,1,0
Male,65,White,Employed,Ohio,1,0
Male,32,White,Unemployed,Arizona,1,0
Female,45,White,Employed,Michigan,1,0
Male,26,White,Employed,Texas,1,0
Female,69,White,Not in labor force,Alabama,1,0
Male,56,Black or African American,Not in labor force,Pennsylvania,0,1
Male,40,White,Employed,New York,1,0
Male,39,White,Employed,Ohio,1,0
Male,41,White,Employed,New York,0,0
Male,63,White,Employed,Virginia,0,1
Female,55,White,Not in labor force,Ohio,0,1
Male,31,White,Employed,Texas,0,1
Male,45,White,Employed,New Jersey,1,0
Male,69,Other,Unemployed,Virginia,1,0
Male,70,White,Not in labor force,Idaho,1,0
Male,49,Black or African American,Not in labor force,California,0,1
Female,54,White,Employed,South Carolina,1,0
Female,29,White,Employed,North Carolina,0,1
Male,64,White,Not in labor force,Arizona,0,1
Male,47,White,Employed,California,1,0
Female,69,White,Not in labor force,Indiana,1,0
Male,21,White,Unemployed,Washington,0,1
Male,40,White,Employed,New Jersey,1,0
Male,62,White,Not in labor force,Wisconsin,0,1
Female,42,White,Employed,Nebraska,1,0
Male,54,American Indian or Alaska Native,Not in labor force,Georgia,1,0
Male,62,East Asian,Employed,Hawaii,0,1
Female,47,White,Unemployed,Indiana,1,0
Male,31,Other Asian or Pacific Islander,Employed,Indiana,0,1
Male,66,White,Employed,Ohio,0,1
Male,54,Black or African American,Unemployed,Illinois,0,1
Male,28,White,Employed,Texas,1,0
Male,52,White,Unemployed,California,0,0
Male,46,White,Unemployed,New York,0,1
Female,67,White,Employed,Tennessee,1,0
Male,72,White,Not in labor force,Florida,1,0
Male,59,White,Employed,South Carolina,1,0
Female,65,White,Not in labor force,Kentucky,1,0
Male,62,White,Employed,Indiana,1,0
Female,60,White,Employed,Ohio,1,0
Male,35,White,Employed,Michigan,1,0
Male,58,White,Not in labor force,Ohio,1,0
Female,37,White,Not in labor force,Vermont,0,1
Male,31,White,Unemployed,New York,1,0
Male,52,White,Employed,California,1,0
Female,51,White,Employed,Ohio,1,0
Female,36,Other,Employed,North Carolina,0,1
Female,69,White,Not in labor force,Indiana,0,1
Male,70,White,Not in labor force,Texas,0,0
Male,45,White,Employed,Maryland,0,0
Female,27,White,Employed,Illinois,0,1
Male,38,White,Employed,Tennessee,1,0
Male,62,White,Unemployed,Washington,0,1
Male,20,Black or African American,Employed,Georgia,1,0
Male,61,Black or African American,Unemployed,Illinois,0,1
Female,60,White,Employed,Washington,1,0
Male,26,White,Employed,Arkansas,0,1
Male,41,White,Employed,New York,0,1
Male,72,White,Not in labor force,Kansas,0,1
Female,73,White,Not in labor force,Maryland,0,1
Female,34,White,Employed,Maine,0,1
Male,31,White,Employed,Tennessee,1,0
Female,21,White,Unemployed,Michigan,0,0
Female,62,White,Unemployed,Florida,0,1
Female,65,White,Not in labor force,Maryland,1,0
Male,41,White,Employed,Tennessee,0,0
Male,72,White,Not in labor force,Ohio,0,0
Male,35,White,Employed,Michigan,0,1
Female,29,East Asian,Unemployed,Illinois,0,1
Female,62,White,Employed,New Jersey,0,1
Female,68,White,Not in labor force,Michigan,0,1
Male,29,White,Employed,Missouri,1,0
Female,48,White,Employed,Washington,1,0
Male,72,White,Unemployed,Florida,0,1
Female,67,White,Employed,Massachusetts,1,0
Female,66,White,Not in labor force,Pennsylvania,1,0
Female,59,American Indian or Alaska Native,Not in labor force,Ohio,0,1
Male,20,Black or African American,Student,Nevada,0,0
Female,33,Black or African American,Employed,Alabama,0,1
Female,76,White,Not in labor force,South Carolina,1,0
Male,22,Black or African American,Employed,Florida,0,0
Male,18,White,Student,Texas,1,0
Female,77,White,Not in labor force,Florida,0,0
Female,28,Other,Not in labor force,New York,0,0
Female,37,White,Employed,New York,1,0
Female,73,White,Not in labor force,Arizona,0,1
Female,34,White,Employed,Wisconsin,0,1
Male,38,American Indian or Alaska Native,Employed,Indiana,0,1
Male,52,White,Employed,Michigan,0,1
Male,49,White,Employed,North Carolina,1,0
Female,74,White,Not in labor force,Illinois,1,0
Female,69,White,Not in labor force,Virginia,1,0
Female,62,White,Employed,Vermont,0,1
Female,74,White,Not in labor force,Illinois,0,0
Female,23,White,Employed,Texas,0,1
Male,45,White,Employed,California,0,1
Female,67,White,Not in labor force,Minnesota,0,0
Male,18,Other Asian or Pacific Islander,Student,Illinois,0,1
Female,45,White,Not in labor force,Ohio,1,0
Female,36,Black or African American,Employed,Texas,0,1
Male,56,White,Not in labor force,Pennsylvania,1,0
Male,45,White,Employed,California,1,0
Female,57,Black or African American,Unemployed,Virginia,0,0
Male,67,White,Employed,California,0,1
Male,63,White,Unemployed,Minnesota,1,0
Male,57,White,Not in labor force,Florida,0,1
Male,40,White,Employed,Virginia,0,1
Female,58,White,Employed,Texas,1,0
Female,61,White,Not in labor force,California,0,1
Male,49,White,Employed,South Carolina,1,0
Male,23,White,Student,Minnesota,0,1
Male,67,White,Not in labor force,Illinois,0,1
Male,58,White,Employed,Hawaii,1,0
Male,28,Black or African American,Employed,North Carolina,1,0
Female,66,White,Unemployed,California,0,1
Female,43,White,Employed,Ohio,0,0
Female,71,White,Not in labor force,New Jersey,1,0
Male,61,White,Unemployed,Virginia,0,1
Male,32,Black or African American,Employed,Nebraska,1,0
Male,66,White,Not in labor force,Indiana,0,1
Female,53,White,Unemployed,West Virginia,0,1
Male,60,White,Employed,Oregon,0,0
Male,73,White,Employed,Pennsylvania,0,0
Male,68,White,Employed,Maryland,0,1
Female,58,White,Not in labor force,Ohio,0,1
Male,48,White,Employed,New York,1,0
Male,40,White,Employed,Kansas,1,0
Female,46,White,Employed,Pennsylvania,1,0
Female,21,White,Student,Indiana,0,1
Female,73,White,Not in labor force,Wisconsin,0,1
Male,64,White,Employed,Indiana,1,0
Male,58,White,Not in labor force,Michigan,0,1
Male,40,White,Employed,California,1,0
Male,38,White,Employed,Oregon,0,1
Male,66,White,Not in labor force,New York,0,1
Male,69,White,Not in labor force,Pennsylvania,1,0
Female,65,White,Not in labor force,California,0,1
Male,28,White,Employed,Georgia,0,1
Male,63,White,Not in labor force,Illinois,1,0
Male,63,White,Not in labor force,Michigan,0,0
Male,72,White,Not in labor force,Colorado,1,0
Male,50,White,Employed,California,1,0
Female,35,White,Employed,New York,0,0
Male,58,White,Not in labor force,Florida,0,1
Male,63,White,Not in labor force,Kentucky,0,1
Male,59,White,Employed,Oklahoma,1,0
Female,57,White,Employed,Massachusetts,0,1
Male,34,White,Employed,New York,1,0
Male,18,White,Employed,California,0,0
Male,40,White,Employed,California,1,0
Male,50,White,Employed,North Carolina,1,0
Female,37,White,Employed,Iowa,0,1
Male,44,White,Employed,Utah,0,1
Female,60,White,Employed,Illinois,1,0
Female,60,White,Not in labor force,Florida,1,0
Male,57,White,Not in labor force,Washington,0,1
Male,43,Black or African American,Employed,Florida,0,0
Female,40,White,Employed,Minnesota,0,1
Female,35,Other Asian or Pacific Islander,Employed,Arizona,1,0
Male,22,Other,Employed,California,0,1
Male,32,Black or African American,Employed,California,0,1
Female,57,Black or African American,Employed,Texas,0,1
Male,49,White,Employed,Ohio,0,0
Male,37,White,Employed,California,1,0
Female,66,White,Not in labor force,Washington,1,0
Female,18,Black or African American,Student,Illinois,0,1
Female,45,White,Not in labor force,Ohio,1,0
Female,64,White,Not in labor force,Missouri,0,0
Female,36,White,Employed,Texas,1,0
Male,37,White,Employed,Tennessee,0,0
Male,59,White,Not in labor force,Colorado,1,0
Female,22,Other,Unemployed,New York,0,1
Male,26,White,Employed,California,0,0
Male,37,Black or African American,Not in labor force,Louisiana,0,0
Male,37,White,Employed,Arizona,1,0
Male,50,Black or African American,Unemployed,New York,0,1
Female,33,White,Employed,New Jersey,0,1
Female,30,Other,Employed,Massachusetts,1,0
Male,29,White,Employed,Oregon,0,1
Female,30,White,Not in labor force,Missouri,1,0
Female,76,White,Not in labor force,Florida,1,0
Male,41,White,Employed,Virginia,1,0
Male,61,White,Not in labor force,Arizona,0,1
Female,28,White,Employed,Nevada,0,1
Female,38,White,Employed,Florida,1,0
Male,31,White,Employed,Pennsylvania,0,1
Female,33,White,Not in labor force,Florida,0,1
Female,38,White,Employed,Maryland,1,0
Female,64,White,Not in labor force,Louisiana,0,1
Male,41,White,Employed,Texas,1,0
Female,40,White,Not in labor force,Wisconsin,0,0
Female,72,White,Not in labor force,Arkansas,1,0
Female,25,White,Employed,Nebraska,0,0
Female,68,White,Employed,Illinois,0,1
Female,28,White,Employed,Florida,0,1
Female,61,White,Employed,California,0,1
Male,40,White,Employed,New York,1,0
Female,35,White,Employed,California,1,0
Female,34,White,Employed,Maryland,0,1
Female,53,White,Not in labor force,Texas,1,0
Female,30,White,Student,West Virginia,0,1
Male,39,White,Employed,Virginia,0,0
Female,31,White,Employed,New Mexico,0,1
Male,20,White,Student,Georgia,1,0
Male,40,White,Employed,Colorado,1,0
Female,26,White,Employed,California,0,1
Female,62,White,Employed,Minnesota,0,1
Male,41,White,Employed,Wisconsin,1,0
Female,27,White,Employed,Tennessee,0,1
Female,22,White,Not in labor force,Washington,1,0
Male,32,White,Employed,North Carolina,1,0
Male,41,White,Employed,Florida,0,0
Female,70,Black or African American,Not in labor force,Massachusetts,0,1
Female,69,White,Not in labor force,Arkansas,1,0
Female,41,White,Employed,Illinois,0,0
Male,68,White,Not in labor force,Florida,0,1
Female,20,White,Employed,Nebraska,0,1
Male,39,White,Employed,Pennsylvania,1,0
Female,67,White,Employed,Mississippi,1,0
Female,82,White,Not in labor force,Florida,0,1
Male,74,White,Not in labor force,Connecticut,1,0
Male,22,White,Student,Ohio,1,0
Female,31,Black or African American,Student,Texas,0,0
Female,74,White,Not in labor force,Pennsylvania,1,0
Female,37,White,Unemployed,Georgia,1,0
Male,40,American Indian or Alaska Native,Employed,Kentucky,0,1
Male,44,White,Not in labor force,Virginia,0,1
Male,67,White,Not in labor force,Wisconsin,0,0
Male,21,White,Unemployed,Arizona,0,1
Female,45,Other Asian or Pacific Islander,Not in labor force,Texas,1,0
Male,21,Other,Employed,California,0,1
Male,52,White,Unemployed,Utah,0,1
Male,41,White,Unemployed,Florida,1,0
Male,39,White,Employed,New York,1,0
Female,52,White,Unemployed,New York,1,0
Female,67,Black or African American,Not in labor force,Michigan,0,1
Male,46,White,Employed,Iowa,0,1
Male,52,White,Employed,Connecticut,0,1
Male,38,White,Employed,New York,1,0
Male,46,East Asian,Employed,Illinois,0,1
Male,55,White,Employed,New York,0,0
Female,59,White,Not in labor force,California,0,0
Female,63,Black or African American,Not in labor force,Illinois,0,1
Male,23,Other Asian or Pacific Islander,Employed,Illinois,1,0
Female,35,Other,Employed,California,1,0
Male,63,White,Not in labor force,California,1,0
Female,52,White,Employed,Illinois,1,0
Female,48,White,Not in labor force,Florida,1,0
Male,34,White,Unemployed,Illinois,0,1
Male,60,White,Employed,Indiana,1,0
Female,59,White,Employed,California,0,1
Male,47,White,Employed,New York,0,1
Male,59,White,Employed,Illinois,0,1
Female,25,White,Employed,California,0,1
Male,63,White,Unemployed,New Jersey,0,1
Female,45,White,Employed,California,0,1
Male,36,White,Employed,Colorado,0,0
Male,40,White,Unemployed,Ohio,1,0
Male,35,East Asian,Employed,Massachusetts,0,0
Female,25,Black or African American,Employed,Illinois,0,1
Male,43,White,Unemployed,Utah,0,0
Male,41,Other,Employed,Illinois,0,0
Female,60,White,Not in labor force,Vermont,0,0
Male,21,White,Employed,Michigan,0,1
Female,34,White,Not in labor force,Florida,0,1
Female,18,White,Unemployed,California,0,1
Female,21,Black or African American,Unemployed,Pennsylvania,0,0
Female,29,White,Employed,North Carolina,1,0
Female,62,Black or African American,Not in labor force,Ohio,0,1
Female,25,Other Asian or Pacific Islander,Employed,Maryland,0,1
Male,68,White,Not in labor force,Florida,0,1
Male,32,Other,Employed,Illinois,0,1
Female,18,White,Student,California,0,1
Female,29,White,Not in labor force,California,0,1
Female,50,White,Employed,Nebraska,0,1
Female,28,Other,Employed,Wisconsin,0,1
Female,27,Other,Employed,Utah,0,0
Male,22,White,Employed,Arizona,0,1
Female,69,White,Not in labor force,Texas,1,0
Male,38,White,Employed,California,1,0
Female,38,Other Asian or Pacific Islander,Not in labor force,Missouri,0,0
Female,47,White,Employed,Connecticut,0,0
Male,20,White,Student,California,0,0
Male,26,Black or African American,Employed,Nevada,0,0
Female,66,White,Not in labor force,New Hampshire,1,0
Female,70,White,Not in labor force,California,1,0
Female,67,White,Not in labor force,Texas,0,0
Female,39,White,Employed,California,0,1
Male,26,White,Unemployed,Missouri,0,1
Male,44,White,Employed,Connecticut,0,1
Female,31,White,Employed,Michigan,0,1
Female,31,White,Employed,Utah,1,0
Male,40,White,Employed,Michigan,1,0
Female,20,Black or African American,Unemployed,Florida,0,0
Female,64,White,Not in labor force,Texas,1,0
Female,34,Other,Employed,Texas,0,1
Female,38,White,Employed,Washington,0,1
Female,32,Other,Employed,Ohio,0,0
Male,59,White,Employed,Missouri,0,1
Female,61,White,Employed,Illinois,1,0
Male,18,Other,Employed,New York,0,0
Female,26,Other Asian or Pacific Islander,Student,Texas,0,0
Male,18,White,Employed,New Jersey,0,0
Female,35,Black or African American,Not in labor force,Florida,0,0
Male,70,White,Not in labor force,California,0,1
Female,49,White,Not in labor force,Florida,1,0
Male,50,White,Employed,Ohio,1,0
Female,18,Other Asian or Pacific Islander,Student,California,0,1
Female,32,White,Not in labor force,Utah,1,0
Male,45,White,Other,Kentucky,1,0
Female,44,Other,Employed,Georgia,0,1
Male,65,White,Not in labor force,Ohio,0,1
Male,27,Other,Employed,California,0,1
Female,33,White,Not in labor force,Indiana,1,0
Male,64,White,Not in labor force,California,0,0
Male,18,Black or African American,Student,Nebraska,0,0
Female,35,White,Employed,Connecticut,0,0
Female,18,Black or African American,Employed,Wisconsin,0,0
Male,81,White,Not in labor force,Indiana,0,1
Female,50,Other,Unemployed,Missouri,0,1
Male,60,Other,Not in labor force,Florida,0,0
Female,28,White,Not in labor force,Illinois,0,1
Male,30,White,Employed,New Mexico,1,0
Male,40,White,Other,Wisconsin,0,1
Male,40,Other,Employed,Texas,0,1
Male,30,Black or African American,Employed,Virginia,0,0
Female,20,Black or African American,Employed,Ohio,0,1
Male,61,White,Employed,New York,1,0
Female,30,White,Employed,Kansas,0,1
Male,63,White,Employed,Wisconsin,1,0
Female,54,East Asian,Employed,Minnesota,0,1
Female,60,White,Not in labor force,New Jersey,1,0
Female,24,Other,Student,Idaho,0,0
Male,64,White,Not in labor force,Pennsylvania,0,0
Male,72,White,Not in labor force,New York,0,1
Female,29,White,Not in labor force,Ohio,0,0
Male,47,White,Student,North Carolina,1,0
Female,38,White,Employed,California,0,1
Female,49,White,Unemployed,California,1,0
Female,54,Black or African American,Employed,Utah,0,1
Male,67,White,Not in labor force,New York,0,1
Male,40,White,Employed,California,0,1
Female,56,Black or African American,Employed,North Carolina,0,1
Female,59,Other,Employed,Arkansas,0,1
Male,20,Other,Student,California,0,0
Female,68,White,Employed,Virginia,1,0
Male,32,White,Employed,South Dakota,0,1
Male,69,White,Not in labor force,Arizona,0,1
Male,37,Other,Employed,Colorado,0,1
Female,35,White,Not in labor force,Kentucky,0,0
Female,18,Other,Employed,Texas,0,0
Female,48,Other Asian or Pacific Islander,Employed,Hawaii,0,1
Male,44,White,Employed,California,0,0
Male,62,White,Employed,Tennessee,0,1
Male,36,White,Employed,Wisconsin,0,0
Female,21,Black or African American,Student,North Carolina,0,1
Male,68,White,Not in labor force,Ohio,0,1
Male,36,White,Employed,Oklahoma,1,0
Female,29,White,Employed,Massachusetts,0,0
Female,41,White,Not in labor force,Georgia,0,0
Male,60,White,Not in labor force,Indiana,0,1
Female,43,White,Employed,New York,1,0
Male,61,White,Not in labor force,New York,1,0
Female,39,White,Unemployed,Ohio,1,0
Male,50,White,Employed,Nebraska,0,0
Male,35,White,Employed,Michigan,1,0
Female,52,White,Unemployed,Colorado,0,0
Female,24,White,Student,South Carolina,0,1
Male,56,White,Not in labor force,California,0,1
Female,41,White,Employed,Georgia,1,0
Female,24,Other,Not in labor force,Arizona,0,0
Male,62,White,Not in labor force,Wisconsin,1,0
Male,49,White,Unemployed,Oregon,1,0
Male,49,White,Unemployed,Kansas,0,0
Male,23,Black or African American,Employed,North Carolina,1,0
Female,38,White,Not in labor force,Alabama,1,0
Female,39,White,Employed,Delaware,0,1
Male,42,White,Employed,New York,1,0
Female,48,White,Employed,Wisconsin,1,0
Male,33,Black or African American,Not in labor force,Virginia,0,0
Female,41,White,Employed,New Jersey,0,0
Female,52,White,Unemployed,Michigan,1,0
Female,54,White,Employed,Kentucky,0,1
Male,39,White,Employed,New Jersey,0,0
Male,59,American Indian or Alaska Native,Not in labor force,Maryland,0,1
Female,67,White,Employed,Pennsylvania,0,1
Male,68,White,Not in labor force,Colorado,1,0
Male,75,White,Not in labor force,Florida,1,0
Female,43,White,Employed,New York,0,1
Male,31,White,Employed,Wisconsin,0,0
Male,43,White,Employed,California,1,0
Female,32,White,Employed,Texas,1,0
Female,64,White,Not in labor force,Pennsylvania,0,1
Male,63,White,Employed,Georgia,1,0
Male,22,Other,Employed,New York,1,0
Female,63,White,Employed,Connecticut,1,0
Male,45,White,Employed,Virginia,0,0
Female,21,White,Student,Connecticut,0,0
Male,29,White,Employed,Nevada,0,0
Female,64,White,Not in labor force,Illinois,0,1
Female,55,White,Not in labor force,Missouri,1,0
Female,27,White,Unemployed,Massachusetts,0,0
Female,25,White,Employed,Rhode Island,0,1
Female,40,White,Employed,New York,1,0
Female,31,White,Employed,Michigan,1,0
Female,62,White,Not in labor force,New York,0,1
Female,53,White,Unemployed,Massachusetts,0,0
Male,31,White,Employed,Virginia,1,0
Female,53,White,Not in labor force,Florida,0,1
Female,71,White,Employed,New York,0,0
Female,23,White,Student,Massachusetts,0,1
Female,66,White,Not in labor force,Florida,0,1
Female,43,White,Employed,Ohio,0,0
Female,37,White,Employed,Texas,0,1
Male,27,White,Employed,Wisconsin,0,1
Female,26,White,Other,Illinois,0,1
Female,19,White,Student,California,0,0
Female,32,White,Employed,Florida,0,0
Female,18,White,Employed,Virginia,1,0
Female,56,White,Employed,California,1,0
Female,59,White,Not in labor force,Massachusetts,0,0
Male,79,White,Other,Arizona,0,0
Female,60,White,Unemployed,Pennsylvania,1,0
Male,40,White,Employed,Virginia,1,0
Female,19,Black or African American,Employed,Illinois,0,0
Female,38,White,Unemployed,Mississippi,1,0
Female,70,East Asian,Not in labor force,Utah,0,0
Female,50,White,Unemployed,Florida,0,0
Male,51,White,Employed,Kansas,1,0
Male,26,White,Unemployed,Louisiana,1,0
Male,50,White,Employed,Virginia,1,0
Male,18,East Asian,Employed,New York,0,0
Male,71,White,Not in labor force,Texas,1,0
Female,33,Black or African American,Other,Texas,0,1
Female,72,White,Not in labor force,New Jersey,0,1
Female,54,White,Employed,Texas,1,0
Female,24,White,Student,Maryland,0,1
Female,61,White,Not in labor force,Georgia,1,0
Female,24,White,Not in labor force,Ohio,1,0
Female,65,Other,Unemployed,California,1,0
Female,18,Other Asian or Pacific Islander,Unemployed,Michigan,1,0
Male,51,Black or African American,Employed,New York,0,0
Female,53,Other,Employed,New Jersey,0,1
Female,29,American Indian or Alaska Native,Employed,Ohio,1,0
Female,39,Black or African American,Employed,Indiana,0,1
Male,36,White,Unemployed,New York,0,1
Male,35,White,Employed,Montana,0,1
Female,68,White,Not in labor force,California,0,1
Male,40,White,Employed,New York,1,0
Male,56,Black or African American,Employed,Colorado,0,0
Female,19,White,Student,Alabama,0,1
Male,19,Other Asian or Pacific Islander,Student,California,0,1
Male,64,White,Employed,Utah,0,0
Female,31,Other,Not in labor force,New York,0,1
Female,26,Black or African American,Employed,Oregon,0,1
Male,40,White,Employed,Texas,0,1
Female,57,White,Employed,Oregon,1,0
Female,36,White,Employed,Florida,1,0
Male,49,White,Employed,Texas,1,0
Male,46,White,Unemployed,Illinois,0,0
Female,47,White,Employed,California,0,1
Male,42,White,Employed,Florida,0,1
Female,55,White,Not in labor force,Connecticut,1,0
Male,18,White,Student,Ohio,0,1
Female,37,White,Employed,Texas,1,0
Female,64,White,Employed,California,0,1
Male,56,White,Employed,Georgia,1,0
Female,34,White,Employed,Massachusetts,0,1
Female,20,White,Unemployed,Virginia,0,1
Female,19,White,Student,Florida,0,1
Female,27,White,Employed,Illinois,0,0
Female,25,White,Employed,Wisconsin,1,0
Female,39,White,Not in labor force,Vermont,0,0
Female,57,East Asian,Employed,New Jersey,0,1
Female,19,White,Student,New York,0,0
Female,18,American Indian or Alaska Native,Employed,Oklahoma,1,0
Female,35,White,Employed,Oregon,1,0
Female,19,White,Employed,Arkansas,1,0
